title,company,location,salary_min,salary_max,description
Trainee Data Analyst,ITOL Recruit,"Leeds, West Yorkshire",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Data Analyst Trainee,ITOL Recruit,"Blackburn, Lancashire",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Trainee Data Analyst,ITOL Recruit,"Uxbridge, London",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Data Analyst Trainee,ITOL Recruit,"Nottingham, Nottinghamshire",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Data Analyst Trainee,ITOL Recruit,"Worcester, Worcestershire",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Data Analyst Trainee,ITOL Recruit,"St. Helens, Merseyside",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Data Analyst Trainee,ITOL Recruit,"Oldham, Greater Manchester",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Data Analyst Trainee,ITOL Recruit,"Sutton Green, Guildford",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Data Analyst Trainee,ITOL Recruit,"Burnley, Lancashire",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Data Analyst Trainee,ITOL Recruit,"Stoke-On-Trent, Staffordshire",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Data Analyst Trainee,ITOL Recruit,"London, UK",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Data Analyst Trainee,ITOL Recruit,"Gloucester, Gloucestershire",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Data Analyst Trainee,ITOL Recruit,"Birkenhead, Merseyside",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Data Analyst Trainee,ITOL Recruit,"Glasgow City Centre, Glasgow",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Data Analyst Trainee,ITOL Recruit,"Plymouth, South West England",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Data Analyst Trainee,ITOL Recruit,"Dagenham, Essex",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Trainee Data Analyst,ITOL Recruit,"Ilford, Essex",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Data Analyst Trainee,ITOL Recruit,"Enfield, London",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Data Analyst Trainee,ITOL Recruit,"Newport, Wales",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Data Analyst Trainee,ITOL Recruit,"Woking, Surrey",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Trainee Data Analyst,ITOL Recruit,"Mansfield, Nottinghamshire",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Trainee Data Analyst,ITOL Recruit,"Blackpool, Lancashire",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Trainee Data Analyst,ITOL Recruit,"Dartford, Kent",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Trainee Data Analyst,ITOL Recruit,"Croydon, London",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Data Analyst Trainee,ITOL Recruit,"County Antrim, Northern Ireland",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Data Analyst Trainee,ITOL Recruit,"Basildon, Essex",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Trainee Data Analyst,ITOL Recruit,"Twickenham, London",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Data Analyst Trainee,ITOL Recruit,"Bradford, West Yorkshire",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Data Analyst Trainee,ITOL Recruit,"Hull, East Riding Of Yorkshire",30000.0,50000.0,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…"
Senior Data Analyst,Harnham - Data & Analytics Recruitment,"Liverpool, Merseyside",80000.0,90000.0,"Senior Data Analyst £80,000 - £90,000 Remote (UK-Based Only) As a Senior Data Analyst, you will have genuine influence across multiple teams, shaping how data is used to drive customer growth, retention, and product performance in a highly collaborative environment. THE COMPANY They are a high-growth online gambling and sports betting platform backed by significant recent investment and focused on delivering an intuitive, mobile-first user experience. THE ROLE As a Senior Data Analyst, you will…"
Senior Data Analyst,Harnham - Data & Analytics Recruitment,"London, UK",80000.0,90000.0,"Senior Data Analyst £80,000 - £90,000 Remote (UK-Based Only) As a Senior Data Analyst, you will have genuine influence across multiple teams, shaping how data is used to drive customer growth, retention, and product performance in a highly collaborative environment. THE COMPANY They are a high-growth online gambling and sports betting platform backed by significant recent investment and focused on delivering an intuitive, mobile-first user experience. THE ROLE As a Senior Data Analyst, you will…"
Trainee Data Analyst,ITOL Recruit,"Chichester, West Sussex",30000.0,50000.0,"Artificial Intelligence is used in every industry and as artificial intelligence requires data to operate there is now a massive growing demand for Data experts. If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future within Data Science. We use our specialised Data Science Career programme which looks to assist, train and place qualified candidates into a career pathway in Data Science. O…"
Commercial Data Analyst,Harnham - Data & Analytics Recruitment,"London, UK",55000.0,65000.0,"COMMERCIAL DATA ANALYST LONDON/HYBRID UP TO £65,000 This is a high-impact Commercial Data Analyst role where your work will directly shape revenue, pricing strategy, and client outcomes. You will have strong visibility across senior leadership and the autonomy to define your own analytical direction, making this an excellent opportunity for someone who wants to go beyond reporting and influence commercial decision making. ROLES AND RESPONSIBILITIES: The Commercial Data Analyst will: Own and dev…"
HR Data Analyst,Morgan Hunt Recruitment,"Leeds, West Yorkshire",26000.0,29000.0,"HR Data Analyst Leeds (1 day per week on-site)£26,000 - £29,000 per annumUntil November 2026- strong chance of extension until June 2027The Opportunity We're looking for a detail-oriented HR Data Analyst to join a major transformation programme, supporting the implementation of a modern HR landscape including platforms such as SAP S/4HANA, SuccessFactors, Oracle, or iTrent. This is a fantastic opportunity to work at the heart of a large-scale systems upgrade, ensuring data is accurate, consiste…"
